2684.3	5990.9	443.75	1175.9	1247.6	2257	16.421	7958.5	1713.8	80.203	373.55	5239.5	226.73	2487.7	729.1	2149.5	3462.8	154.35	450.88	290.11	137.7	4425.8	458.64	660.12	7034.4	100	0.06	1535.9	3463.3	1078.5	286.98	1112.2	796.27	1999	0.03	1944.2	112.73	2099.4	3.424	23.058	5549.9	3212.2	1117	313.58	8.336	6943.5	481.59	4.842	41.231	252.72	1590.7	1403.5	4614.4	47.683	4233.1	1328.5	1620.9	475.76	6894.6	1728.5	9871	251.3	1536	3825.2	2705.8	138.31	463.22	2084.3	462.87	981.81	1752.4	665.3	2491.1	9.683	1776.1	42.087	1584.8	6230.5	779.03	2164.2	2513.5	1546.1	2332.6	1868.6	44.46	2027.5	487.17	6981	803.15	313.04	2684.4	43.603	2035.9	243.23	2955.7	809.6	1123.3	0.44	45.774	459.88
2125.7	5915.1	230.81	970.59	1640.7	2056.5	29.034	8806.1	2541.8	205.97	336.53	6343	195.56	3441.9	418.07	1861.1	3103.5	342.07	1081.1	68.974	368.65	5335.7	1104.3	60.68	7548.5	100	1.646	1308.9	2461.4	1117.7	327.46	909.38	720.53	1981.6	0.251	2167.8	101.01	2783.3	34.415	27.018	4358.4	2946	1197.4	102.12	76.186	5350.9	660.64	16.761	9.864	552.76	1827	1446.9	4826.6	411.7	4112.6	936.58	2026.9	481.63	7949	1209.1	8006.4	163.53	477.85	3477.8	3537.9	100.25	89.621	1481.1	154.21	980.71	2007.6	838	1727.6	20.873	1121.6	76.271	1733.3	4035.2	1447.5	1277	3944.7	701.4	1744.2	1534	53.658	3043.3	307.29	5857	469.73	110.97	3287.3	7.75	1558.1	231.17	4324	1177.6	1648.8	0.115	76.261	737.85
1662.9	5192.2	201.75	703.88	1796	1632.2	0.151	9082.8	2702.8	176.1	861.6	5261	98.012	4951.1	101.69	1182.5	2332.6	523.67	1013.3	7.977	180.18	4826.4	452.23	80.267	7325.4	0.07	0.01	631.65	4095.4	955.08	813.82	1645.1	732.6	3957.9	0.602	2593.3	29.665	3468	48.546	20.154	6533.2	2664	964.27	449.43	26.956	5392.1	699.84	9.907	8.117	660.32	1736.4	1436.8	2630.4	79.129	3071.2	1228.5	1341.2	719.27	7563.7	1111.8	7266.8	437.93	556.96	5031.2	4650.2	137.97	115.09	979.43	202.66	664	1529.7	1284	1955.3	30.394	1003.7	45.87	2158.1	4385.2	2164	1330	5030.1	553.74	1401.6	1137.8	205.27	2076.9	243.08	4397.7	373.14	461.61	2194.9	20.103	2494.2	132.27	4319.1	924.59	2338.2	0.03	80.388	853.89
923.02	6196.6	306.64	717.9	1753	1511.9	0.234	7657.8	1366.6	120.63	271.51	3960.9	56.522	2332.6	122.3	1340	2289.9	919.79	172.65	3.509	180.33	5322.9	445.49	9.859	8010.7	0.01	0.063	1951.7	3943.8	1457.6	576.94	733.79	180.62	5109.2	3.329	2723.4	134.29	3092.6	224.88	61.463	4399.4	2108.7	457.41	350.12	9.886	5561.1	990.23	1.64	6.227	1588	2475.1	1566.3	1094.2	49.146	2303.9	955.02	1289.8	482.44	6745.8	995.12	7972.4	203.76	137.61	4814.1	5021.2	339.23	53.975	1083	89.249	528.5	1733.4	409.47	1737.5	3.525	906.59	50.832	2663.5	2791.6	2395	1170.9	3812.6	320.79	1212.2	1547.2	90.734	1858.6	194.66	3478.9	481.19	989.31	3273.9	29.656	2103.5	424.83	3537.5	1053.2	2714.5	100	182.68	269.16
1123.3	5035.8	557.08	488.43	2031.4	1157.7	0.616	8009	802.72	80.293	180.55	4623.9	2.057	2086.1	88.411	1797.4	2423.8	547.73	544.62	0.66	844.05	5042.5	369.98	85.101	7003.6	0.01	100	1999.1	4665.7	2159	1143.2	857.04	79.528	4099.2	3.714	3150.1	409.77	3196.8	184.17	115.15	2485.9	1953.1	450.86	321.37	3.346	5597.4	1428.1	49.983	4.814	1127.7	1242.9	1733.4	1077.1	42.231	3999.6	637.82	1082.6	1206.7	7523.6	884.87	4368.9	481.85	94.454	4535.3	3598.8	444.94	130.49	2075.5	125.67	578.06	2688.4	632.29	1682.1	43.593	732.71	8.81	1702.5	2949.6	2696.9	1119.2	3075.4	346.48	1068.3	1972.4	109.01	1446.9	402.21	6380.6	828.61	1607.3	3633.6	86.564	3473.5	445.2	2063.3	1152.3	1879.3	100	329.25	110.21
637.13	4307.7	125.58	644.76	1800.4	1408.2	4.382	8035.1	393.48	95.945	225.03	4663.2	6.283	2893.9	26.99	1137.9	2329.8	488.18	636.91	1.455	603.16	3609.5	463.1	94.182	6847.9	100	0.015	2038.6	4341.5	2418.2	1183	694.32	89.004	3537.7	9.976	1845.2	376.27	2597.7	143.65	48.418	1814	2684.7	549.62	253.24	99.022	4719.3	1718.3	29.224	0.691	826.55	1021.4	2284.9	1267.2	16.525	2193.6	374.6	1974.5	1559.2	7041.8	1200	5829.6	558.51	63.523	4092.2	2801	566.66	119.81	4110.5	346.3	205.05	2577	659.58	1248.1	85.991	795.46	33.289	839.36	2608.3	1858.7	955.84	2309.6	503.62	1532.4	2843.1	178.14	1166.3	410.69	6635	339.59	1477.6	2947.6	76.35	2138.9	363.85	1204.8	961.64	1877.9	100	546.55	32.171
854.2	1997.3	180.47	697.73	2033.2	569.66	1.128	8869.4	416.74	250.08	838.99	4412	48.841	3250.4	10.999	1308	2954.5	444.32	376.03	0.331	721.34	3061	809.32	92.443	7583.7	100	4.523	2363.5	3895.6	1861.2	1035.8	1560.2	13.177	3635.3	19.693	3104.3	521.78	2379.9	84.012	240.87	1819.2	3474.3	1482.3	587.24	338.77	4413.6	1097.1	7.91	3.514	549.41	884.91	2088.6	1111.2	99.329	2669.3	335.52	1156.8	1686.4	7657.9	1339.3	6841.5	685.9	86.395	2948.9	2109	1202.4	42.521	5211.2	101.32	140.38	2114.2	1158.1	856.65	10.905	290.21	20.866	1137.8	2791.4	1123.7	653.8	1029.1	881.54	2009	4829	404.97	1130	732.8	4831.5	344.67	2013.5	2707.4	35.7	1448.9	236.14	1635.3	963.62	1792.9	100	603.79	15.051
1394.3	1883.2	219.98	717.28	2314.6	637.14	2.588	7455.8	177.68	858.52	1066.1	7199.9	78.323	3309.8	3.508	666.08	3793.9	530.15	1123	0.06	569.05	2109.2	314.31	363.31	7960.3	100	7.75	2669.6	3040.4	2322.1	985.11	1474.7	7.911	5234	26.701	2946.3	90.756	1585.2	179.55	183.39	1925.4	3539.1	1379.5	1462.4	487.98	1880	1010.9	3.509	0.44	478.43	1111.5	1794.8	2332.6	314.85	2275	342.17	1485.1	1158.5	8004.3	1259.5	6081.7	803.06	32.108	3747.8	1792.4	2262.8	13.418	3469.6	345.34	110.7	1643.9	1039.9	689.64	42.242	461.21	1.048	1720	1822.1	1083.5	205.57	1036.8	604.32	2213	4627.9	523.9	1726	576.22	4932.7	445.72	2181.8	1388.3	53.728	1331.9	45.662	1729.6	574.4	2028.8	100	465.52	23.609
1564.6	2359.6	306.45	858.69	1623.5	699.26	9.748	7427.3	322.22	549.42	1355.1	8294.8	72.823	5839.8	23.483	728.74	6012.9	1205.7	1094.7	5.514	926.74	1536.2	101.29	446.63	8025.8	100	59.325	1684	2986.8	4422.8	1241.7	3635.3	0.33	3948	9.645	2569.2	241.14	949.5	95.121	175.65	2075.8	4348.8	1575	1553.6	601.98	1151.2	2261.6	3.703	1.284	1080.5	949.58	2496.4	1652.3	277.08	2561.3	117.61	1548.1	2220.1	8171.5	925.54	7207.3	461.12	47.25	3358.9	2791.9	2964.3	183.65	2923.5	204.49	463.83	1058.3	979.43	777.97	1.969	445.76	44.198	1643.6	1375.2	804.08	219.97	1347.3	1023.5	2323.2	6203.8	1081.9	2489.9	694.77	3036.9	374.72	3248.4	1726.1	27.025	945.91	51.574	1386.3	363.44	2331.9	100	408.04	7.435
1681.8	2032	411.73	566.64	1553	559.91	95.203	7853.8	118.89	1036.3	1546	9888.3	22.077	6370.3	6.565	558.55	5569.4	924.79	983.96	100.49	881.6	2191.6	154.7	485.91	7432.3	0.07	814.21	2002.3	3438.1	2498.9	2027.3	3969.9	0.253	4324.8	79.088	1604.3	99.879	1435.2	97.65	284.89	1681.2	4403.5	1798.9	1792.5	817.77	403.71	3095.4	41.107	4.665	1635.1	1509.8	4112.5	1285	628.45	2286.9	117.41	2112.4	1751	10000	717.5	5305.9	535.92	20.834	3807.5	5259	1999.6	224.33	4843.4	660.45	439.23	1672.3	1051.2	177.32	0.181	302.65	12.118	1604.5	1147.1	809.63	290.15	1919.6	1921	3538.1	5564.6	1560.3	1305.7	1087.1	1850	338.77	4378.3	969.56	6.168	1116.2	67.493	1119.3	414.54	2361.7	100	846.67	34.347
